,Dept,Num,Name,Desc,Reqs
793,BIOL,1209,Biology Laboratory for Science Majors II,"Credit will not be given for this course and BIOL 1005. Primarily for students majoring in science, agriculture or education.", credit in BIOL 1208; credit or registration in BIOL 1202
794,BIOL,1503,Honors: Biology for Science Majors II,Credit will not be given for this course and BIOL 1002 and BIOL 1005 or BIOL 1202 and BIOL 1209. 3 hrs. lecture; 3 hrs. lab. Similar content as BIOL 1202 and BIOL 1209 with special emphasis on selected topics for qualified students., BIOL 1201 and BIOL 1207 or BIOL 1208 and permission of department
795,BIOL,1800,Selected Introductory Topics in Biological Sciences,May be taken for a max. of 9 sem. hrs. of credit when topics vary. For non-science majors. Not for degree credit for a student majoring in a biological science.,No listed prerequisites
796,BIOL,2051,General Microbiology,Credit will not be given for both this course and BIOL 1011 or BIOL 1012. 3 hrs. lecture; 3 hrs. lab. Structure and function of microbial cells and their relationship to people and the environment.," BIOL 1202, BIOL 1209 and CHEM 1202"
797,BIOL,2083,The Elements of Biochemistry,"Credit will not be given for this course, BIOL 4087 or either BIOL 4093 and BIOL 4094. Not for degree credit for students in Biological Sciences, Biochemistry, or Microbiology. Nature and physiological uses of natural substances of interest to education, agriculture and nutrition and food sciences majors.", CHEM 2060 or CHEM 2261
798,BIOL,2153,Principles of Genetics,"3 hrs. lecture, 1 hr. recitation. Fundamental laws of heredity."," BIOL 1202, BIOL 1209 and enrollment or credit in CHEM 1202"
799,BIOL,2160,Human Physiology,"BIOL 1001 or BIOL 1201 recommended. May be taken for free elective credit by a student majoring in Biological Sciences, Biochemistry, or Microbiology. Students will not receive credit for both this course and BIOL 4160.",No listed prerequisites
800,BIOL,2161,Human Physiology Laboratory," May be taken for approved free elective credit (will not count as an advanced science credit) by a student majoring in Biological Sciences, Biochemistry, or Microbiology. Students will not receive credit for both this course and BIOL 4161. 3 hrs. lab. Laboratory exercises in human physiology systems.", Credit or registration in BIOL 2160
801,BIOL,2900,Careers in Life Sciences,A one hour writing workshop outside class is required. Career opportunities in all fields of the biological sciences.," credit or registration in BIOL 1202; open to Biological Sciences, Biochemistry and Microbiology majors only"
802,BIOL,3040,Evolution,EXST 2201 recommended. Principles and processes in evolutionary biology., BIOL 2153
803,BIOL,3060,Introductory Plant Physiology,"3 hrs. lecture; 3 hrs. lab. Life processes of plants emphasizing growth and development, metabolism, transport and water relations."," BIOL 1202 and BIOL 1209; CHEM 2060, CHEM 2261 or CHEM 2461"
804,BIOL,3090,Cell Biology,Molecular description of cell structure and function., BIOL 2153 and CHEM 2262
805,BIOL,3116,Advanced Microbiology Laboratory,"6 hrs. lab. Laboratory course illustrating experimental microbiology in ecology, taxonomy, physiology and genetics.", BIOL 2051; permission of department
806,BIOL,3152,Comparative Anatomy of the Vertebrates,"BIOL 3090 recommended. 2 hrs. lecture; 6 hrs. lab. Macroevolution, biomechanics and functional anatomy of vertebrates; lab dissection of selected vertebrates.", BIOL 2153
807,BIOL,3156,Developmental Zoology,3 hrs. lecture; 3 hrs. lab. Combination of classical descriptive embryology and contemporary experimental theories focusing on the mechanisms of development in vertebrates and invertebrates., BIOL 3090
808,BIOL,3900,Undergraduate Seminar in Biological Sciences,Oral presentation of independent laboratory or library research on selected topics in biological sciences., junior standing and consent of the instructor
809,BIOL,3999,Undergraduate Research in Biological Sciences,May be taken for a max. of 6 sem. hrs. of credit. Individual research on problems in the biological sciences., permission of department
810,BIOL,4001,Physical Chemistry,"Theoretical chemistry; emphasis on solutions, equilibria and topics of interest to students in biological sciences."," CHEM 2262, PHYS 2002, and MATH 1552 or MATH 1554"
811,BIOL,4002,Insect Biology,See ENTM 4002.,No listed prerequisites
812,BIOL,4003,Science Teaching in Secondary School III: Instructional Strategies in the Sciences,"How to teach high school level laboratory courses, including instructional strategies, laboratory management, safety. Focuses on preparation to teach high school level AP laboratory courses.", credit in EDCI 2500 and SCI 2011
813,BIOL,4004,Seminar in Teaching Secondary School Science,," credit or registration in EDCI 4004 or equivalent, credit or registration in EDCI 4005 or equivalent and credit in BIOL 4003, or CHEM 4003"
814,BIOL,4005,Science Research Methods,"Not for graduate credit. Focusing on the tools that scientists use to solve scientific problems, including use of experiments to answer scientific questions, experimental design, use of statistics and mathematical modeling of scientific phenomena; oral presentation of scientific work and a minimum of ten hours of work in area middle and high schools.", credit for EDCI 2500 and credit or registration in EDCI 3550
